PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FT;P3044S2;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6420S2;P6424S1;P6424S2;P6424S3;P6424S5;P6430;P6430S1;P3045S1;P3045S2;P3045S3;P3046;P3363;P3363S1;P9440;P6500;P3364;P3364S1;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P3047;P3048;P3049;P6765;P6765S1;P3051;P3052;P3053;P3365;P3365S1;P3054;P3054S1;P3055;P3055S1;P3056;P3057;P6760;P3058S1;P3058S2;P3058S3;P3058S4;P3058S5;P3059;P3061;P3062S1;P3062S2;P3062S3;P3062S4;P3062S5;P3062S6;P3062S7;P3062S8;P3062S9;P3063;P3063S1;P3064;P3064S1;P3065;P3066;P3560;P3561;P3067;P3067S1;P3067S2;P6775;P3068;P3562;P3563;P6750;P3073;P550;P6780;P6780S1;P1879;P1879S1;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3069;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P1880S1;P7040;P7045;P3071S3;P3072S2;P7050;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1881S1;P1882;P7240;P7240S1;OCI;INGLABO;RAMA2D_R4;RAMA4D_R4;OFICIO_C8;P6426
20260626;06;2026;8649882;1;1;1;60;08;1;1076.1219199;08;1;4631;1;2;1;;1;;1;;1;2;1;1;1;;1;1;1;1;2;;2;5000000;2;;2;;;2;;2;;2;;2;;2;;;2;;;1;55000;2;2;;;2;;;2;;;1;5000000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;4;7;;1;;1;2;1;10;1;1;1;0;36;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;;20;5;;1;5000000;46;4631;1120;24
20260626;06;2026;8649882;1;2;1;60;08;1;1076.1219199;08;1;6910;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;1;;6000000;;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;;;;;;;;6000000;1;;3;;3;;2;12;40;;;40;;;1;1;;1;;1;1;2;6;1;2;1;0;3;1;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;;5;;1;6000000;69;6910;2611;72
20260626;06;2026;8649883;1;1;1;60;08;1;644.23355302;08;1;6910;1;1;;;1;;1;;2;2;2;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;3;3;3;4;;;1800000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;;;;;;;;1800000;1;;3;;3;;2;12;48;;;48;;;5;7;;2;;2;;;;2;2;1;0;24;1;;9;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;;30;5;;1;1800000;69;6910;4110;120
20260626;06;2026;8649883;1;2;1;60;08;1;644.23355302;08;1;8610;1;2;2;12;1;;1;;1;2;1;1;1;;1;1;1;1;1;;2;1750000;2;;2;;;2;;2;;2;;2;;2;;;1;250000;2;2;;;2;;;2;;;2;;;1;1423500;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;7;;1;;1;1;1;20;1;1;1;0;24;1;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;1;1;1;2;;25;3;;1;1750000;86;8610;5321;18
20260626;06;2026;8649883;1;3;1;60;08;1;644.23355302;08;1;3312;1;2;2;6;1;;1;;1;2;1;1;1;;1;1;1;1;2;;2;1750000;2;;2;;;2;;2;;2;;2;;2;;;1;250000;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;44;;;44;;;6;1;;1;;1;1;1;0;1;1;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;;5;;1;1750000;33;3312;7233;3
20260626;06;2026;8649884;1;1;1;60;08;1;924.40519182;08;1;8412;1;2;2;10;1;;1;;2;2;2;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;3;3;1;;7000000;;1;1;850000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;1;;;;;;;;7000000;1;;3;;1;;2;12;40;;;40;;;10;7;;1;;1;1;2;18;1;2;1;12;12;2;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;8;;30;2;;1;7000000;84;8412;2412;180
20260626;06;2026;8649885;1;1;1;60;08;1;923.4507173;08;1;4771;2;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;0;0;3;1;1;1;7;;;;;;;;;;;1;12000000;1;2000000;3000000;800000;200000;0;;;;;;;;;;;;;;;;;;;;1;1;2025;1;1;;;6000000;1;;3;;6;;2;12;40;;;40;;;2;7;;1;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;6;;15;2;;1;6000000;47;4771;1420;48
20260626;06;2026;8649886;1;1;1;60;08;1;904.14063629;08;1;4774;1;1;;;1;;1;;2;2;2;2;1;;1;1;2;2;1;;2;3500000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;44;;;44;;;4;7;;1;;1;1;2;18;1;1;1;0;36;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;8;;20;2;;1;3500000;47;4774;1420;180
20260626;06;2026;8649887;1;1;1;60;08;1;1076.1219199;08;1;8621;1;2;2;12;2;1;1;7820;1;2;1;1;1;;1;1;1;1;1;;2;2000000;2;;2;;;2;;2;;2;;2;;2;;;1;250000;1;2;;;2;;;2;;;2;;;1;1800000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;20;2;;20;;;10;1;;1;;1;1;1;10;1;1;1;12;36;1;;9;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;;2;;1;2000000;86;8621;4110;24
20260626;06;2026;8649887;1;2;1;60;08;1;1076.1219199;08;1;4520;1;2;2;12;1;;1;;2;2;2;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;3;3;3;1;;4000000;;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;4000000;1;;3;;1;;1;12;40;;;40;;;6;7;;1;;1;2;2;15;1;2;1;0;36;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;;30;2;;1;4000000;45;4520;2411;60
20260626;06;2026;8649889;1;1;1;60;08;1;1038.2243011;08;1;5022;1;2;1;;1;;1;;1;2;1;1;1;;1;1;1;1;2;;2;6000000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;6000000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;10;7;;1;;1;1;1;9;1;1;1;0;36;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;;30;5;;1;6000000;50;5022;2144;48
20260626;06;2026;8649889;1;2;1;60;08;1;1038.2243011;08;1;6920;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;1;;2000000;;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;;;;;;;;2000000;1;;3;;3;;2;12;10;2;;10;;;1;1;;1;;1;1;2;6;2;2;1;0;6;1;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;14;;;5;;1;2000000;69;6920;2411;36
20260626;06;2026;8649890;1;1;1;60;08;1;791.04407028;08;1;6190;1;2;1;;1;;1;;1;2;1;1;1;;1;1;1;1;2;;2;12000000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;8000000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;10;1;;1;;1;1;1;15;1;2;1;0;60;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;;5;;1;12000000;61;6190;1330;60
20260626;06;2026;8649891;1;1;1;60;08;1;694.05370975;08;1;8544;1;2;2;12;1;;1;;1;2;1;1;1;;1;1;1;1;2;;2;16000000;1;2000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;16000000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;10;7;;1;;1;2;1;24;1;1;1;0;36;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;;10;5;;1;16000000;85;8544;1345;240
20260626;06;2026;8649892;1;2;1;60;08;1;2924.0848223;08;1;4921;1;2;2;6;2;1;1;8010;1;2;1;1;1;;1;1;1;1;3;;2;2000000;2;;2;;;2;;2;;2;;2;;2;;;1;249095;1;2;;;2;;;2;;;2;;;1;1300000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;7;;1;;1;1;1;7;1;1;1;0;18;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;20;3;;1;2000000;49;4921;5414;84
20260626;06;2026;8649895;1;2;1;60;08;1;3088.6802505;08;1;5911;1;2;1;;1;;1;;1;2;1;1;1;;1;1;1;1;1;;2;1750000;2;;2;;;2;;2;;2;;2;;2;;;1;249095;2;2;;;2;;;2;;;2;;;1;1300000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;7;;1;;1;2;1;12;1;1;1;0;48;1;;8;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;;40;3;;1;1750000;59;5911;3521;98
20260626;06;2026;8649895;1;3;1;60;08;1;3088.6802505;08;1;8530;1;2;1;;1;;1;;1;2;1;1;1;;1;1;1;1;1;;2;3000000;2;;2;;;2;;2;;2;;2;;2;;;1;249095;1;2;;;2;;;2;;;2;;;1;2600000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;9;7;;1;;1;1;1;6;1;1;1;0;36;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;35;5;;1;3000000;85;8530;2330;48
20260626;06;2026;8649896;1;1;1;60;08;1;593.31609236;08;1;8530;1;2;1;;1;;1;;1;1;1;1;2;;1;1;1;1;5;;2;4500000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;4200000;1;2100000;1;2100000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;0;3;;9;7;;1;;3;;;;1;1;1;0;12;1;;8;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;;40;2;;1;4500000;85;8530;2341;360
20260626;06;2026;8649896;1;2;1;60;08;1;593.31609236;08;1;8621;1;2;1;;2;1;1;7810;1;2;1;1;1;;1;1;1;1;2;;2;3200000;2;;2;;;2;;2;;2;;2;;2;;;1;250000;2;1;54000;2;2;;;2;;;2;;;1;1800000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;0;1;;10;7;;1;;1;1;1;10;1;1;1;0;12;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;;20;2;;1;3200000;86;8621;2211;96
20260626;06;2026;8649897;1;1;1;60;08;1;1590.9915016;08;1;4923;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;1400000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;1000000;1;;3;;3;;2;12;84;;;84;;;1;4;;2;;2;;;;2;2;1;0;180;1;;2;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;5;8;;1;1000000;49;4923;8332;24
20260626;06;2026;8649897;1;4;1;60;08;1;1590.9915016;08;1;2511;1;2;1;;1;;1;;1;1;1;1;1;;1;1;1;1;3;;1;1750905;2;;2;;;2;;2;;2;;2;;2;;;1;249095;2;2;;;2;;;2;;;2;;;2;;1;750000;1;750000;2;;2;;1;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;48;;;8;7;;1;;1;1;1;2;1;2;1;6;4;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;;60;3;;1;1750905;25;2511;2141;30
20260626;06;2026;8649898;1;2;1;60;08;1;990.74546046;08;1;8511;1;2;2;9;1;;2;;1;2;1;1;1;;1;1;1;1;1;;2;1700000;1;40000;2;;;2;;2;;2;;2;;2;;;1;250000;1;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;22;2;;22;;;9;7;;1;;1;1;1;0;1;1;1;7;16;1;;7;;2;;;;;;;;1;25;1;1;1;1;1;2;1;2;2;2;2;2;;1;1;1;2;1;2;2;1;11;;10;5;;1;1700000;85;8511;2342;5
20260626;06;2026;8649899;1;4;1;60;08;1;852.00869604;08;1;4923;1;1;;;1;;1;;2;2;2;2;1;;1;1;2;1;1;;2;2000000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;50;;;48;2;;3;7;;2;;2;;;;1;2;1;1;204;4;;2;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;12;;25;5;;1;2000000;49;4923;4321;18
20260626;06;2026;8649901;1;1;1;60;08;1;1129.9280159;08;1;8621;1;2;2;11;2;1;1;7810;1;2;1;1;1;;1;1;1;1;4;;1;2000000;2;;2;;;2;;2;;2;;2;;2;;;1;250000;1;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;44;;;44;;;10;7;;1;;1;1;1;14;1;1;1;8;24;1;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;;60;8;;1;2000000;86;8621;3344;12
20260626;06;2026;8649901;1;2;1;60;08;1;1129.9280159;08;1;5611;1;1;;;1;;1;;2;2;2;2;1;;2;1;2;2;1;;2;2000000;2;;2;;;1;200000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;4;4;;10;;2;;;;2;2;1;2;24;1;;3;;2;;;;;;;;2;;;;1;1;1;2;2;2;2;1;2;2;;2;1;2;2;1;2;2;1;11;;20;5;;1;2200000;56;5611;8321;96
20260626;06;2026;8649902;1;1;1;60;08;1;972.73729242;08;1;5619;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;1800000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;900000;1;;3;;3;;2;12;48;;;48;;;1;4;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;2;14;;;3;;1;900000;56;5619;5212;444
20260626;06;2026;8649902;1;3;1;60;08;1;972.73729242;08;1;4923;1;2;1;;1;;1;;1;2;1;1;1;;1;1;1;1;2;;1;1750905;2;;2;;;2;;2;;2;;2;;2;;;1;249095;2;2;;;2;;;2;;;2;;;1;1423500;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;7;;1;;1;1;1;5;1;1;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;15;3;;1;1750905;49;4923;4321;60
20260626;06;2026;8649902;1;4;1;60;08;1;972.73729242;08;1;3312;1;2;2;12;1;;1;;1;2;1;1;1;;1;1;1;1;2;;1;1750905;2;;2;;;2;;2;;2;;2;;2;;;1;249095;2;1;58000;2;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;48;;;48;;;6;7;;1;;1;1;1;6;1;1;1;1;12;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;30;3;;1;1750905;33;3312;7127;4
20260626;06;2026;8649902;1;5;1;60;08;1;972.73729242;08;1;8430;1;2;2;12;2;1;1;7810;1;2;1;1;1;;1;1;1;1;2;;1;1750905;2;;2;;;2;;2;;2;;2;;2;;;1;249095;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;10;7;;1;;1;1;1;5;1;1;1;0;12;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;;30;3;;1;1750905;84;8430;9112;5
20260626;06;2026;8649903;1;1;1;60;08;1;926.4982033;08;1;1081;1;2;1;;1;;1;;1;2;1;1;1;;1;1;1;1;1;;2;1750905;2;;2;;;2;;2;;2;;2;;2;;;1;249095;2;1;110000;2;2;;;2;;;2;;;1;1423500;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;54;;;54;;;4;7;;1;;1;1;1;12;1;1;1;0;36;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;15;3;;1;1750905;10;1081;7512;48
20260626;06;2026;8649904;1;4;1;60;08;1;1063.91989;08;1;4111;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;3;3;3;6;;;900000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;900000;1;;3;;1;;1;12;30;2;;30;;;1;2;;2;;2;;;;2;2;1;6;24;1;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;;30;3;;1;900000;41;4111;9313;24
20260626;06;2026;8649905;1;2;1;60;08;1;1028.0881373;08;1;1051;1;2;1;;1;;1;;1;2;1;1;1;;1;1;1;1;1;;2;1750905;2;;2;;;2;;2;;2;;2;;2;;;1;249095;2;2;;;2;;;2;;;2;;;1;1423500;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;7;;1;;1;1;1;7;1;1;1;0;12;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;;60;3;;1;1750905;10;1051;8160;72
20260626;06;2026;8649906;1;1;1;60;08;1;1109.6524308;08;1;7730;1;2;1;;1;;1;;1;2;1;1;1;;1;1;1;1;1;;2;1750000;2;;2;;;2;;2;;2;;2;;2;;;1;249000;2;1;58000;2;2;;;2;;;2;;;1;1423000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;42;;;42;;;10;4;;1;;1;1;1;5;1;1;1;3;24;4;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;20;8;;1;1750000;77;7730;8332;36
20260626;06;2026;8649907;1;1;1;60;08;1;1151.2057992;08;1;8621;1;2;2;12;1;;2;;2;2;2;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;3;3;3;1;;2725000;;1;1;20000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;;;2725000;1;;3;;1;;1;12;48;;;48;;;8;7;;1;;1;1;2;2;1;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;2;2;;40;8;;1;2725000;86;8621;2221;24
20260626;06;2026;8649908;1;2;1;60;08;1;845.98485174;08;1;2310;1;2;1;;1;;1;;1;2;1;1;1;;1;1;1;1;2;;2;2800000;2;;2;;;1;250000;2;;1;250000;2;;2;;;1;250000;2;1;51000;2;2;;;2;;;2;;;1;2000000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;44;;;44;;;10;7;;1;;1;1;1;10;1;1;1;6;24;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;7;;45;5;;1;3050000;23;2310;8181;48
20260626;06;2026;8649909;1;1;1;60;08;1;3383.9394069;08;1;2511;1;1;;;1;;2;;2;2;2;2;1;;1;1;2;2;1;;2;1200000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;3;7;;2;;2;;;;2;2;1;3;48;1;;5;;2;;;;;;;;2;;;;1;1;1;2;2;2;2;1;1;2;;2;1;1;2;1;2;1;1;2;;60;8;;1;1200000;25;2511;7212;60
20260626;06;2026;8649909;1;2;1;60;08;1;3383.9394069;08;1;4792;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;5;;;900000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;225000;1;;3;;4;;2;12;16;2;;16;;;1;1;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;;3;;1;225000;47;4792;3322;18
20260626;06;2026;8649909;1;3;1;60;08;1;3383.9394069;08;1;4921;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;2000000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;800000;1;;3;;1;;1;6;24;1;;24;;;1;4;;2;;2;;;;2;2;1;4;6;4;;3;;2;;;;;;;;2;;;;1;1;1;2;1;1;2;1;1;1;MUCHA INSEGURIDAD;1;1;2;2;2;2;2;1;14;;;3;;1;800000;49;4921;8321;6
20260626;06;2026;8649909;1;5;1;60;08;1;3383.9394069;08;1;9522;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;200000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;200000;1;;3;;5;;2;12;12;1;;12;;;1;2;;2;;2;;;;2;2;1;0;168;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;13;;15;3;;1;200000;95;9522;7412;180
20260626;06;2026;8649910;1;1;1;60;08;1;1894.9150967;08;1;6412;1;2;1;;1;;1;;1;2;1;1;1;;1;1;1;1;1;;2;3000000;2;;2;;;2;;2;;2;;2;;2;;;1;219000;2;1;52000;2;2;;;2;;;2;;;1;2000000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;7;;1;;1;1;1;8;1;1;1;0;18;1;;5;;2;;;;;;;;2;;;;1;1;1;2;2;2;2;2;2;2;;2;1;1;1;1;2;1;1;11;;45;3;;1;3000000;64;6412;2412;24
20260626;06;2026;8649910;1;2;1;60;08;1;1894.9150967;08;1;8412;1;2;2;6;1;;1;;2;2;2;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;3;3;1;;4000000;;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;;;4000000;1;;3;;1;;2;12;25;2;;25;;;10;7;;1;;1;1;2;6;1;2;1;0;60;1;;1;;2;;;;;;;;1;20;1;1;1;1;1;2;1;2;2;2;1;2;;1;1;1;2;1;2;2;1;12;;10;3;;1;4000000;84;8412;2634;5
